UserID,R,F,M
19933,161,2,9.23999
19938,8,10,7073.5386
19957,16,2,582.77
19972,252,1,132.74
19987,309,1,7.5699997
19998,263,1,25.21
20009,20,3,1423.53
20012,333,1,181.51
20017,138,3,372.57
20033,97,3,3173.9502
20044,155,1,154.87
20057,160,1,411.76
20066,165,1,33.19
20081,338,1,37.82
20094,243,2,2345.11
20098,249,1,185.84
20123,236,1,292.04
20127,186,2,201.77
20132,227,1,0
20158,146,5,590.69995
20168,206,1,132.74
20172,205,1,39.82
20173,205,1,106.19
20175,204,1,256.64
20176,204,1,376.11
20182,202,1,230.08
20192,200,1,154.87
20205,196,1,349.56
20221,192,1,115.04
20226,191,1,88.5
20228,180,2,599.12
20237,187,1,132.74
20271,181,1,92.92
20273,181,1,44.25
20287,178,1,183.19
20307,174,1,194.69
20351,167,1,185.84
20356,166,1,350.44
20367,165,1,305.31
20375,164,1,238.94
20383,162,1,496.46002
20386,162,1,69.03
20405,159,1,400.89
20421,155,3,647.76996
20427,127,2,255.75
20452,153,1,361.06
20487,148,1,92.92
20502,146,1,169.91
20516,141,2,154.87
20520,143,1,122.12
20521,143,1,172.57
20535,142,1,151.33
20547,138,2,508.42
20548,130,2,89.39001
20563,139,1,230.09
20587,137,1,106.19
20600,134,1,168.14
20612,132,1,66.37
20629,131,1,79.65
20630,130,2,635.4
20640,127,1,44.25
20644,126,1,44.25
20668,122,1,44.25
20674,121,1,163.72
20686,118,1,207.96
20698,115,1,477.88
20709,112,1,66.37
20740,102,1,49.56
20745,98,1,703.54
20756,95,1,181.41
20758,92,1,101.77
20767,160,1,0
20777,169,2,521.85
20783,26,1,105.04
20803,8,29,26934.484
20806,112,1,176.47
20813,21,1,117.65
20817,57,3,384.87003
20822,78,8,6179
20849,186,1,121.85
20895,169,1,347.90002
20935,162,3,118.49
20941,183,2,957.99
20961,331,2,-42.86
20972,305,1,331.93
20978,96,3,75.630066
20994,7,4,1412.61
21008,152,3,400.84
21009,62,1,0
21017,7,1,85.29
21027,358,1,171.42001
21038,68,3,2167.23
21049,362,1,88.24
21056,358,1,0
21058,216,2,316.81
21069,355,1,12.599991
21070,354,1,138.66
21075,170,3,605.04004
21083,350,1,47.9
21090,349,1,0
21093,349,1,136.13
21105,347,1,627.73
21115,344,1,0
21119,343,1,30.25
21128,338,1,201.68
21129,337,1,45.37999
21162,320,1,229.42
21175,313,1,655.45996
21183,305,3,113.439995
21190,305,1,392.43002
21213,251,2,4.2000046
21247,232,1,138.66
21259,224,1,138.66
21264,113,2,487.40002
21273,215,1,210.08
21278,209,1,138.66
21286,208,1,155.46
21297,200,1,336.14
21318,169,1,98.32
21321,63,2,417.64
21329,155,3,781.51
21336,159,2,196.64
21351,153,1,95.8
21369,140,1,231.09
21372,134,1,239.5
21377,130,1,32.770004
21379,125,1,0
21401,102,1,260.5
21407,95,1,147.06
21415,81,1,441.16998
21418,75,1,21
21428,7,2,98.740005
21437,41,2,852.09
21451,47,1,151.26
21454,43,1,92.44
21466,30,1,-348.74
21481,16,1,0
21502,7,1,220.17
21513,0,1,147.06
21517,0,1,928.57
21543,110,7,859.26
21547,208,2,969.74
21549,65,1,310.92
21551,236,1,529.41003
21589,55,8,658.4
21603,167,1,133.61
21604,169,2,890.3501
21640,1,1,182.35
21643,363,1,105.04
21646,82,5,826.48
21660,2,2,718.48004
21676,307,1,0
21678,312,1,178.99
21684,189,1,302.52002
21703,116,1,243.7
21757,312,1,130.25
21777,308,1,617.65
21789,89,9,1497.05
21790,51,1,12.610001
21795,97,1,268.91
21799,74,1,193.28
21800,343,1,52.94
21815,167,1,57.98
21830,340,1,579.83
21839,148,4,709.24
21876,81,1,142.86
21890,243,2,247.9
21891,95,2,299.58
21894,2,2,681.08997
21911,363,1,37.809998
21934,308,2,8.400002
21943,354,1,-46.210007
21988,237,3,412.36
21998,347,1,156.3
22006,347,1,350.42
22024,344,1,63.03
22061,334,1,277.31003
22069,333,1,249.58
22072,331,1,-42.86
22074,330,1,320.17
22086,327,1,107.57
22089,326,1,115.97
22103,202,2,494.12
22108,316,1,231.09
22111,163,2,282.35
22122,309,1,654.62
22124,308,1,252.1
22135,300,1,211.77
22152,279,1,1050.42
22154,285,1,92.44
22167,277,1,79.83
22178,260,1,848.75
22183,259,1,525.22
22206,243,1,197.48
22215,235,1,197.48
22217,232,1,226.89
22221,230,1,184.87
22223,229,1,226.89
22232,224,1,315.13998
22234,27,5,815.1201
22248,218,1,109.24
22290,207,1,1260.08
22293,204,1,231.09
22302,18,8,2918.9
22308,198,1,126.05
22310,186,3,710.07996
22321,193,1,184.87
22327,190,1,92.44
22328,190,1,121.85
22345,181,1,201.68
22361,174,1,142.86
22365,172,1,155.46
22368,169,1,126.05
22371,62,2,303.36
22397,90,2,336.13
22414,160,1,209.25
22416,156,2,127.73
22437,149,1,22.68
22442,148,1,242.02
22443,147,1,60.5
22455,144,1,262.18
22483,132,1,50.42
22504,125,2,284.88
22506,125,1,88.24
22521,118,1,180.67
22534,109,1,119.74
22537,104,2,1067.21
22548,102,1,1340.7499
22575,85,2,474.79004
22581,83,1,420.17
22588,18,2,493.7
22589,81,1,50.42
22604,62,1,193.28
22610,55,1,4.199997
22624,36,3,1442.44
22625,46,1,109.24
22640,34,1,0
22645,25,3,3397.06
22649,30,1,218.49
22668,21,1,158.82
22669,20,1,85.29
22673,14,2,237.82
22675,19,1,129.41
22697,13,1,539.07
22704,11,1,411.76
22711,11,1,123.53
22725,8,1,320.59
22727,8,1,108.82
22751,2,1,152.94
22754,2,1,-58.82
22757,2,1,28.989998
22768,0,1,11.7599945
22771,0,1,67.23
22783,240,1,126.05
22794,19,16,12030.211
22797,11,1,367.65
22798,179,6,1202.1101
22814,39,1,264.71
22815,362,1,390.75
22865,15,1,1708.82
22867,235,3,1903.36
22876,263,1,193.28
22881,53,5,3152.64
22883,230,1,405.46
22899,238,1,264.71002
22901,352,1,54.62999
22905,134,1,174.79
22920,131,1,368.07
22925,358,1,284.87
22937,42,1,397.9
22953,293,1,37.82
22954,41,4,426.46997
22957,235,1,46.22
22962,347,1,147.04999
22970,32,1,1337.8201
22972,117,1,544.25
22977,114,3,1028.57
22980,169,1,30.25
22995,60,3,642.43
23010,167,1,701.68
23025,246,1,294.12
23028,0,1,155.46
23039,53,3,2443.29
23048,328,1,294.96
23061,344,1,335.29
23063,217,2,180.67
23075,4,1,105.88
23083,134,3,615.97003
23084,57,1,222.69
23099,176,1,173.95
23114,181,1,105.88
23123,172,2,665.55
23130,334,1,317.65
23134,207,1,75.629974
23136,323,1,193.28
23140,246,1,63.03
23150,83,3,432.77002
23152,162,2,245.38
23178,252,1,105.04
23185,26,2,1693.2803
23215,295,1,105.04
23222,1,1,67.23
23227,141,2,599.99
23236,179,1,216.81
23243,201,1,33.61
23249,267,1,33.61
23280,172,3,211.76
23284,4,1,0
23292,156,1,128.57
23301,162,2,180.54
23303,208,1,214.29
23308,162,1,294.12
23317,32,2,1105.88
23318,277,1,256.3
23333,333,1,83.19
23338,168,2,1310.91
23364,172,1,231.94
23385,10,3,1887.8401
23392,8,1,0
23399,202,2,331.94
23404,155,2,1653.78
23407,190,2,243.70001
23431,362,1,483.19
23437,361,1,504.21
23452,358,1,134.45
23499,347,2,60.5
23512,112,3,36.98999
23532,316,1,632.77
23545,349,1,60.5
23557,142,2,379.83002
23561,348,1,80.67
23562,348,1,768.92
23563,348,1,146.22
23579,173,2,1770.6
23587,347,1,80.67
23600,201,3,929.4199
23644,341,1,655.46
23648,341,1,136.13
23673,338,1,236.97
23679,338,1,0
23709,334,1,156.3
23718,333,1,478.99
23725,328,1,418.49
23729,330,1,3902.5098
23743,328,1,332.77002
23749,328,1,-108.4
23751,327,1,88.24
23753,327,1,138.66
23758,326,1,1571.42
23766,324,1,12.599998
23772,323,1,136.13
23784,321,1,226.89
23790,320,1,594.95996
23792,320,1,211.76
23794,74,2,1615.1299
23796,320,1,199.16
23801,319,1,231.09
23816,314,1,1616.8201
23838,308,1,264.7
23843,307,1,105.04
23849,306,1,272.27
23855,305,1,109.23999
23862,302,1,52.100002
23879,279,2,537.82
23902,284,2,361.34
23903,278,2,415.97
23905,280,1,231.09
23909,278,1,138.66
23932,266,1,96.64
23934,265,1,533.61
23991,252,1,100.84
23998,251,1,25.219997
24001,250,1,231.09
24031,240,1,75.63
24037,187,2,2010.9299
24043,238,1,861.35
24045,236,1,130.25
24049,235,1,130.25
24053,235,1,693.28
24076,211,2,116.810005
24082,223,3,1323.95
24084,226,1,151.26
24121,218,1,-8.410004
24124,218,1,315.13
24133,216,1,100.84
24141,215,1,0
24172,204,2,1267.22
24178,173,4,1641.1699
24189,187,1,1046.22
24206,197,1,352.94
24208,195,1,264.71
24231,187,1,987.39
24236,186,1,226.89
24239,172,2,1674.79
24246,169,1,282.35
24247,182,1,63.03
24268,120,2,760.5
24271,176,1,117.65
24273,176,1,689.07996
24301,74,4,188.65
24305,170,1,678.15
24324,166,2,173.95
24347,166,1,336.13
24352,165,1,33.61
24353,165,1,415.96997
24360,165,1,148.74
24367,163,1,-8.409996
24372,162,1,235.3
24374,162,1,705.89
24405,156,1,95.8
24407,155,1,181.51999
24410,155,1,221.85
24416,153,1,79.83
24420,153,1,294.96
24426,151,1,1550
24436,141,2,254.62
24442,124,2,736.97003
24450,146,1,83.19
24476,71,2,216.81
24483,140,1,393.28
24486,140,1,278.99
24489,139,1,88.24
24494,135,1,0
24496,135,1,2533.61
24500,134,1,176.47
24504,134,1,105.04
24530,126,1,613.45
24531,126,1,105.04
24534,125,1,93.28
24543,124,1,138.66
24547,124,1,117.65
24575,107,2,306.72
24586,88,2,1134.47
24595,109,1,105.04
24599,107,1,201.68
24602,106,1,94.54
24605,96,2,323.53
24614,97,1,1255.46
24616,97,1,151.26
24634,83,1,-4.2100067
24658,69,1,142.86
24671,61,1,0
24717,27,2,210.08
24721,36,2,2373.53
24790,12,1,684.88
24812,7,1,134.45
24821,0,2,48.75
24826,3,1,54.62
24844,0,1,135.29
24859,225,1,92.44
24868,258,2,445.38
24878,238,1,88.24
24883,151,1,142.86
24898,142,1,189.08
24933,93,8,657.62
24936,167,1,161.34
24949,9,2,302.94
24956,347,1,231.09
24957,166,4,650.01
24959,167,1,315.13
24966,179,1,385.71
24967,13,3,584.88
24997,83,5,2198.31
25030,154,1,85.71
25033,326,2,627.72
25042,153,2,282.35
25058,320,1,0
25084,193,5,2363.8699
25086,228,2,235.3
25088,266,1,226.89
25099,258,1,268.91
25102,117,1,71.43
25107,321,1,285.71
25116,253,7,1323.9601
25152,347,1,1218.49
25167,341,1,385.71
25169,341,1,302.52
25173,340,1,186.54999
25179,336,1,421.01
25180,336,1,231.09
25188,225,2,329.83002
25196,330,1,388.24
25202,327,1,60.5
25203,327,1,756.3
25206,326,1,159.66
25230,284,1,247.9
25233,282,1,54.62
25251,256,1,201.68
25252,251,1,42.020004
25254,251,1,103.35999
25255,250,1,831.93
25294,230,1,722.69
25296,229,1,-277.31
25301,225,1,130.26001
25308,222,1,92.44
25316,221,1,831.94
25327,214,1,239.49
25341,167,3,736.97
25343,207,1,46.21
25344,207,1,90.34
25362,197,1,201.68
25371,195,1,226.89
25377,191,1,184.87
25385,183,1,155.46
25394,180,1,161.35
25407,173,1,1999.99
25416,169,1,323.53
25419,168,1,239.5
25426,167,1,32.77
25450,162,1,806.72
25457,161,1,158.82
25463,160,1,322.68
25477,158,1,294.95
25495,155,1,20.170006
25500,154,1,676.88995
25532,144,1,471.43
25536,142,1,10.089996
25541,141,1,285.71
25563,134,1,222.69
25567,134,1,285.71
25575,133,1,70.59
25590,131,1,40.34
25614,126,1,469.74
25625,124,1,831.95
25639,119,1,588.24
25644,117,1,1021.01
25649,113,1,203.36
25662,102,1,1466.39
25663,100,1,357.14
25678,90,1,329.41998
25683,89,1,247.9
25699,76,1,252.1
25701,74,1,210.08
25706,70,1,218.49
25732,40,1,210.08
25744,19,1,218.49
25764,7,1,164.71
25777,109,1,58.82
25778,33,1,105.04
25808,25,3,596.64
25809,104,1,201.68
25814,194,1,588.24
25820,8,9,2648.3398
25839,169,2,592.44
25899,86,5,2375.21
25906,165,1,268.91
25982,3,1,65.13
25988,333,2,1373.9501
26032,237,4,3922.89
26042,363,1,93.28
26046,204,4,1634.4502
26067,352,1,663.02
26069,352,1,63.02
26079,349,1,257.14
26080,349,1,121.85
26081,349,1,360.5
26090,347,1,285.72
26095,334,2,438.66
26097,344,1,130.25
26107,342,1,131.09
26117,340,1,310.92
26129,333,1,156.3
26130,7,2,319.32
26137,329,1,131.09
26146,322,1,100.84
26169,285,1,840.33997
26177,280,1,905.04
26232,230,1,96.64
26244,172,1,1801.69
26264,214,1,231.09
26266,16,4,3916.79
26275,207,1,256.3
26279,203,1,109.24
26300,187,1,176.47
26301,81,2,307.56
26325,176,1,92.44
26346,169,1,131.09
26352,167,1,46.22
26354,166,1,775.63
26361,166,1,833.61
26375,163,1,147.06
26384,162,1,162.19
26404,151,2,1025.21
26406,155,1,947.9
26413,152,1,256.3
26421,151,1,102.1
26430,145,1,244.54
26440,137,1,126.05
26455,104,2,483.19995
26475,92,1,226.9
26479,83,1,521.01
26481,81,1,134.45
26484,76,1,96.64
26492,20,2,1086.13
26498,57,1,407.56
26508,53,1,394.96
26510,47,1,-50.42
26533,22,1,184.87
26558,7,1,231.09
26565,3,1,75.63
26566,2,1,79.41
26578,0,1,176.47
26582,23,4,302.52002
26625,8,2,486.55
26632,183,7,745.3699
26646,85,3,1191.6
26686,135,3,109.67
26708,215,1,-12.610001
26743,4,2,216.79999
26745,305,1,126.05
26756,9,1,0
26784,221,1,226.89
26813,348,1,236.98
26814,180,1,67.23
26851,235,3,-2.0999985
26866,355,1,218.49
26878,350,1,219.33
26891,341,2,539.49
26894,347,1,544.54
26896,347,1,37.82
26897,347,1,134.45
26901,344,1,136.13
26902,286,2,0
26905,179,2,220.17001
26906,341,1,191.6
26912,340,1,361.34
26932,333,1,115.97
26934,333,1,310.92
26948,326,1,168.07
26949,324,1,453.78
26959,321,1,500
26960,321,1,331.93
26961,321,1,117.65
26980,313,1,235.29
26981,313,1,32.769997
27017,292,1,243.7
27022,291,1,176.47
27024,291,1,193.28
27030,287,1,277.31
27040,284,1,735.3
27047,97,5,594.92
27054,277,1,285.71
27061,111,3,1831.9302
27067,267,1,231.1
27072,110,3,1050.42
27078,173,6,2440.34
27083,263,1,226.89
27097,256,1,516.81
27099,256,1,252.1
27101,254,1,159.66
27102,254,1,155.46
27131,243,1,420.17
27140,239,1,16.810005
27149,235,1,100.84
27161,231,1,151.26
27163,218,1,1756.3099
27164,230,1,894.95996
27166,229,1,466.39
27197,214,1,4.199997
27204,210,1,1168.0701
27210,209,1,0
27230,202,1,516.81
27236,198,1,756.3
27238,197,1,252.1
27239,196,1,126.05
27254,188,1,487.4
27255,188,1,516.81
27257,21,9,3915.9697
27258,186,1,546.22
27259,186,1,508.4
27263,184,1,252.1
27267,2,2,177.32
27280,177,1,61.34
27289,174,1,924.37
27294,173,1,0
27296,173,1,300
27320,168,1,327.73
27328,166,1,52.94
27331,165,1,2016.8
27332,165,1,248.73999
27334,165,1,172.26999
27358,160,1,327.73
27362,160,1,37.809998
27383,155,1,752.1
27407,151,1,55.46
27412,148,1,63.02
27413,148,1,134.46
27430,141,1,214.29
27451,131,1,264.71
27453,131,1,79.83
27455,130,1,465.13
27456,130,1,368.07
27474,102,4,844.54004
27477,123,1,31.51
27486,118,1,242.01
27488,117,1,70.59
27514,107,1,206.72
27530,96,1,848.74
27543,89,1,504.2
27548,85,1,420.17
27573,61,1,705.88
27590,43,1,760.51
27600,33,1,208.4
27613,4,3,720.58997
27629,10,1,64.71
27639,4,1,2.9400024
27649,2,1,367.65
27651,2,1,313.44
27662,258,1,1012.61
27667,329,1,40.34
27677,265,1,109.24
27685,166,2,371.84
27688,254,1,747.9
27714,279,1,378.15
27726,264,1,550.42
27735,253,1,491.6
27736,251,1,239.5
27754,214,2,863.02997
27763,216,1,202.52
27772,197,1,130.25
27788,167,1,484.03
27801,155,1,534.45
27827,118,1,827.73
27839,76,2,1660.51
27848,12,2,995.8
27869,20,1,99.16
27888,2,1,28.979996
27909,39,1,147.9
27924,39,1,168.06999
27935,37,1,73.53
27955,34,1,134.45
27963,26,2,213.87
27971,33,1,102.52
27982,32,1,38.66
27989,32,1,132.77
27997,32,1,123.95
28006,29,1,55.46
28018,29,1,230.67001
28027,28,1,193.28
28035,27,1,56.72
28038,27,1,40.34
28049,26,1,75.63
28078,25,1,228.57
28095,22,1,33.61
28102,22,1,201.68
28121,20,1,59.24
28150,18,1,132.77
28151,18,1,65.13
28160,16,1,214.29001
28162,16,1,68.91
28168,15,1,92.44
28188,14,1,48.74
28197,13,1,13.45
28204,12,1,142.86
28208,12,1,97.06
28222,11,1,36.55
28229,11,1,222.26
28234,11,1,63.03
28236,11,1,95.8
28237,11,1,40.34
28298,9,1,300.01
28300,9,1,50.42
28309,8,1,52.52
28311,8,1,127.729996
28321,8,1,65.55
28327,8,1,40.34
28333,2,2,68.91
28340,7,1,84.03
28341,7,1,416.39
28353,7,1,165.55
28355,7,1,189.08
28370,4,1,699.16
28381,4,1,189.91
28388,4,1,454.63
28389,4,1,16.81
28395,4,1,38.66
28397,2,1,299.99
28401,2,1,69.33
28405,2,1,40.34
28421,2,1,126.05
28430,1,1,84.03
28435,1,1,165.97
28440,1,1,21.43
28444,0,1,56.47
28452,0,1,95.8
28453,0,1,298.75
28462,331,2,119.75
28477,47,2,1009.24
28478,9,5,2518.0698
28489,351,1,1411.76
28496,313,1,642.86
28510,222,1,1655.46
28521,154,1,2334.03
28537,175,1,60.5
28543,348,1,257.13998
28544,152,2,2626.05
28566,242,2,289.91
28569,155,3,1379
28575,330,1,350.42
28579,251,1,306.72
28582,139,2,54.620003
28588,109,2,194.95999
28590,228,1,491.58997
28602,355,1,0
28619,148,2,422.69
28629,148,2,331.94
28630,16,3,1052.52
28634,195,1,163.87
28645,214,1,1324.37
28666,10,4,535.70996
28674,25,1,158.82
28690,291,1,426.9
28693,7,4,618.07
28694,336,2,273.11
28696,232,1,840.33997
28702,363,1,-7.62939E-06
28708,349,2,87.4
28715,356,3,1620.6
28721,3,2,36.969997
28725,351,1,1036.55
28727,351,1,161.34
28730,335,2,978.1599
28754,345,1,389.49
28759,344,1,281.93
28764,340,1,172.69
28768,340,1,219.33
28769,340,1,70.59
28781,334,1,181.51
28788,208,3,1691.1799
28795,236,2,266.81
28806,284,2,168.07
28810,319,1,63.03
28828,302,1,142.86
28853,286,1,55.46
28858,284,1,235.29001
28862,279,1,348.74
28898,236,1,921.01
28924,224,1,63.03
28929,121,5,1381.5099
28937,218,1,40.34
28956,208,1,184.87
28958,114,2,130.25
28964,203,1,4197.4897
28970,41,2,1689.49
28983,186,1,100.84
29002,65,2,284.88
29007,9,5,2599.99
29041,162,1,1252.94
29058,158,1,46.22
29060,156,1,70.59
29066,153,1,109.25
29080,145,1,299.58002
29082,145,1,37.82
29088,137,1,100.84
29093,132,1,789.92
29157,98,1,508.4
29163,67,3,298.32004
29175,89,1,138.66
29205,61,3,3674.3901
29220,19,2,1223.54
29226,48,1,134.45
29238,41,1,294.12
29247,32,1,211.76
29256,8,4,2107.9897
29264,19,1,50.42
29267,7,2,0
29268,15,1,63.03
29283,7,1,594.12
29287,3,1,212.19
29288,3,1,214.28
29300,21,6,3044.12
29323,286,1,247.9
29339,147,1,193.28
29341,13,1,323.53
29368,109,1,615.97003
29369,92,4,4982.7803
29381,12,11,6706.7207
29393,337,1,484.03
29408,55,1,67.23
29416,86,3,1566.3799
29420,176,2,672.4
29428,13,2,1409.6699
29435,207,3,1438.66
29449,341,1,199.16
29452,327,1,216.81
29464,356,1,927.73
29495,334,1,55.46
29502,27,2,2084.03
29516,310,1,110.92
29536,280,1,134.45
29551,210,3,542.02
29561,245,1,1634.45
29569,235,1,331.93
29573,235,1,46.21
29592,209,1,247.9
29594,194,1,718.49
29598,204,1,445.38
29603,195,1,235.29
29620,181,1,325.21
29636,169,1,42.86
29653,158,1,897.48
29657,9,2,277.31
29664,145,1,515.55
29666,145,1,426.88
29670,141,1,194.12
29685,118,1,87.4
29688,114,1,0
29691,103,1,184.87
29695,95,1,798.32
29716,46,1,588.24
29721,37,1,25.21
29731,22,1,29.410004
29763,164,1,216.81
29764,163,1,85.71
29775,156,1,380.66998
29789,144,1,80.68
29790,144,1,484.03998
29794,137,1,337.82
29795,134,1,151.26
29806,123,1,184.03
29811,118,1,1.6800003
29813,117,1,87.39
29815,117,1,96.64
29821,106,1,873.52997
29825,96,1,834.03
29833,86,1,60.92
29842,49,1,46.22
29848,10,1,735.29
29877,7,3,352.94
29905,356,1,176.47
29909,355,1,-0.32000732
29913,354,1,218.49
29919,351,1,292.44
29965,173,2,221.01
29975,335,1,1563.03
29978,334,1,831.93
29980,330,1,121.85
29982,286,2,279
29985,176,2,1798.3201
29995,175,2,816.81
30000,316,1,697.48
30011,307,1,1478.99
30019,292,1,533.61
30033,187,3,638.65
30034,285,1,252.1
30041,279,1,386.55
30053,264,1,281.51
30063,259,1,378.15
30072,253,1,126.05
30092,239,1,361.34
30101,233,1,466.39
30111,228,1,273.11
30112,226,1,176.47
30116,212,2,8.399994
30120,216,1,3151.26
30128,204,1,697.48
30131,209,1,205.89001
30144,198,2,1360.5
30148,202,1,781.51
30152,194,2,1785.72
30164,190,1,474.79
30173,181,1,550.42
30197,167,1,148.74
30213,160,1,149.16
30217,158,1,65.13
30221,154,1,32.77
30231,148,1,219.33
30240,144,1,193.28
30252,135,1,48.739998
30254,134,1,418.49
30256,133,1,231.93
30263,126,1,1106.72
30265,126,1,756.3
30281,6,4,3963.88
30285,107,1,1247.9
30287,41,2,2907.56
30288,103,1,106.72
30290,102,1,1050.42
30309,86,1,1778.15
30321,65,1,1157.14
30359,14,1,-289.92
30366,9,1,700
30372,4,2,23.530003
30386,223,2,402.50998
30401,253,1,605.04004
30405,345,1,63.03
30422,349,1,128.57
30424,29,3,577.31
30441,183,1,298.32
30447,134,3,1540.3501
30457,251,1,63.03
30464,208,1,151.26
30492,9,1,-1.6899948
30493,55,1,14.289993
30496,159,3,481.93002
30521,225,1,1319.33
30523,111,1,497.48
